"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","EMP","MEN","PC_WKGPOP","A","2016",74.73552,
"OECD","EMP","TOT","PC_WKGPOP","A","2005",65.28053,"E"
"OECD","EMP","TOT","PC_WKGPOP","A","2006",65.94556,
"OECD","EMP","TOT","PC_WKGPOP","A","2007",66.37651,"B"
"OECD","EMP","TOT","PC_WKGPOP","A","2008",66.33029,
"OECD","EMP","TOT","PC_WKGPOP","A","2009",64.66804,
"OECD","EMP","TOT","PC_WKGPOP","A","2010",64.44763,
"OECD","EMP","TOT","PC_WKGPOP","A","2011",64.74829,"B"
"OECD","EMP","TOT","PC_WKGPOP","A","2012",64.94515,
"OECD","EMP","TOT","PC_WKGPOP","A","2013",65.13839,
"OECD","EMP","TOT","PC_WKGPOP","A","2014",65.66304,
"OECD","EMP","TOT","PC_WKGPOP","A","2015",66.24554,
"OECD","EMP","TOT","PC_WKGPOP","A","2016",66.94531,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2005",55.87639,"E"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2006",56.6467,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2007",57.16938,"B"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2008",57.41681,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2009",56.63029,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2010",56.48634,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2011",56.72267,"B"
"OECD","EMP","WOMEN","PC_WKGPOP","A","2012",57.01558,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2013",57.38207,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2014",57.88982,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2015",58.50857,
"OECD","EMP","WOMEN","PC_WKGPOP","A","2016",59.27295,
"AUS","EMP","MEN","THND_PER","Q","1965-Q1",3330.794,
"AUS","EMP","MEN","THND_PER","Q","1965-Q2",3341.801,
"AUS","EMP","MEN","THND_PER","Q","1965-Q3",3352.472,
"AUS","EMP","MEN","THND_PER","Q","1965-Q4",3361.362,
"AUS","EMP","MEN","THND_PER","Q","1966-Q1",3339.372,
"AUS","EMP","MEN","THND_PER","Q","1966-Q2",3359.567,
"AUS","EMP","MEN","THND_PER","Q","1966-Q3",3370.656,
"AUS","EMP","MEN","THND_PER","Q","1966-Q4",3381.198,
"AUS","EMP","MEN","THND_PER","Q","1967-Q1",3391.505,
"AUS","EMP","MEN","THND_PER","Q","1967-Q2",3402.98,
"AUS","EMP","MEN","THND_PER","Q","1967-Q3",3415.039,
"AUS","EMP","MEN","THND_PER","Q","1967-Q4",3441.534,
"AUS","EMP","MEN","THND_PER","Q","1968-Q1",3451.555,
"AUS","EMP","MEN","THND_PER","Q","1968-Q2",3463.074,
"AUS","EMP","MEN","THND_PER","Q","1968-Q3",3483.487,
"AUS","EMP","MEN","THND_PER","Q","1968-Q4",3498.645,
"AUS","EMP","MEN","THND_PER","Q","1969-Q1",3526.237,
"AUS","EMP","MEN","THND_PER","Q","1969-Q2",3538.894,
"AUS","EMP","MEN","THND_PER","Q","1969-Q3",3552.75,
"AUS","EMP","MEN","THND_PER","Q","1969-Q4",3574.367,
"AUS","EMP","MEN","THND_PER","Q","1970-Q1",3618.712,
"AUS","EMP","MEN","THND_PER","Q","1970-Q2",3637.44,
"AUS","EMP","MEN","THND_PER","Q","1970-Q3",3654.265,
"AUS","EMP","MEN","THND_PER","Q","1970-Q4",3663.201,
"AUS","EMP","MEN","THND_PER","Q","1971-Q1",3684.146,
"AUS","EMP","MEN","THND_PER","Q","1971-Q2",3700.691,
"AUS","EMP","MEN","THND_PER","Q","1971-Q3",3720.369,
"AUS","EMP","MEN","THND_PER","Q","1971-Q4",3723.829,
"AUS","EMP","MEN","THND_PER","Q","1972-Q1",3730.256,
"AUS","EMP","MEN","THND_PER","Q","1972-Q2",3747.818,
"AUS","EMP","MEN","THND_PER","Q","1972-Q3",3766.941,
"AUS","EMP","MEN","THND_PER","Q","1972-Q4",3788.095,
"AUS","EMP","MEN","THND_PER","Q","1973-Q1",3794.074,
"AUS","EMP","MEN","THND_PER","Q","1973-Q2",3794.93,
"AUS","EMP","MEN","THND_PER","Q","1973-Q3",3850.99,
"AUS","EMP","MEN","THND_PER","Q","1973-Q4",3861.663,
"AUS","EMP","MEN","THND_PER","Q","1974-Q1",3883.021,
"AUS","EMP","MEN","THND_PER","Q","1974-Q2",3882.345,
"AUS","EMP","MEN","THND_PER","Q","1974-Q3",3859.38,
"AUS","EMP","MEN","THND_PER","Q","1974-Q4",3850.425,
"AUS","EMP","MEN","THND_PER","Q","1975-Q1",3821.996,
"AUS","EMP","MEN","THND_PER","Q","1975-Q2",3826.412,
"AUS","EMP","MEN","THND_PER","Q","1975-Q3",3834.496,
"AUS","EMP","MEN","THND_PER","Q","1975-Q4",3841.647,
"AUS","EMP","MEN","THND_PER","Q","1976-Q1",3855.504,
"AUS","EMP","MEN","THND_PER","Q","1976-Q2",3873.711,
"AUS","EMP","MEN","THND_PER","Q","1976-Q3",3849.751,
"AUS","EMP","MEN","THND_PER","Q","1976-Q4",3873.683,
"AUS","EMP","MEN","THND_PER","Q","1977-Q1",3881.754,
"AUS","EMP","MEN","THND_PER","Q","1977-Q2",3878.355,
"AUS","EMP","MEN","THND_PER","Q","1977-Q3",3881.005,
"AUS","EMP","MEN","THND_PER","Q","1977-Q4",3875.266,"B"
"AUS","EMP","MEN","THND_PER","Q","1978-Q1",3883.246,
"AUS","EMP","MEN","THND_PER","Q","1978-Q2",3885.236,
"AUS","EMP","MEN","THND_PER","Q","1978-Q3",3872.807,
"AUS","EMP","MEN","THND_PER","Q","1978-Q4",3881.156,
"AUS","EMP","MEN","THND_PER","Q","1979-Q1",3898.498,
"AUS","EMP","MEN","THND_PER","Q","1979-Q2",3918.653,
"AUS","EMP","MEN","THND_PER","Q","1979-Q3",3938.192,
"AUS","EMP","MEN","THND_PER","Q","1979-Q4",3956.117,
"AUS","EMP","MEN","THND_PER","Q","1980-Q1",3965.597,
"AUS","EMP","MEN","THND_PER","Q","1980-Q2",3983.08,
"AUS","EMP","MEN","THND_PER","Q","1980-Q3",4002.776,
"AUS","EMP","MEN","THND_PER","Q","1980-Q4",4028.903,
"AUS","EMP","MEN","THND_PER","Q","1981-Q1",4057.899,
"AUS","EMP","MEN","THND_PER","Q","1981-Q2",4073.09,
"AUS","EMP","MEN","THND_PER","Q","1981-Q3",4081.427,
"AUS","EMP","MEN","THND_PER","Q","1981-Q4",4062.605,
"AUS","EMP","MEN","THND_PER","Q","1982-Q1",4087.422,
"AUS","EMP","MEN","THND_PER","Q","1982-Q2",4074.802,
"AUS","EMP","MEN","THND_PER","Q","1982-Q3",4053.973,
"AUS","EMP","MEN","THND_PER","Q","1982-Q4",4004.173,
"AUS","EMP","MEN","THND_PER","Q","1983-Q1",3943.217,
"AUS","EMP","MEN","THND_PER","Q","1983-Q2",3922.797,
"AUS","EMP","MEN","THND_PER","Q","1983-Q3",3935.348,
"AUS","EMP","MEN","THND_PER","Q","1983-Q4",3968.325,
"AUS","EMP","MEN","THND_PER","Q","1984-Q1",4007.781,
"AUS","EMP","MEN","THND_PER","Q","1984-Q2",4038.134,
"AUS","EMP","MEN","THND_PER","Q","1984-Q3",4051.05,
"AUS","EMP","MEN","THND_PER","Q","1984-Q4",4056.083,
"AUS","EMP","MEN","THND_PER","Q","1985-Q1",4075.987,
"AUS","EMP","MEN","THND_PER","Q","1985-Q2",4096.356,
"AUS","EMP","MEN","THND_PER","Q","1985-Q3",4139.823,
"AUS","EMP","MEN","THND_PER","Q","1985-Q4",4180.131,
"AUS","EMP","MEN","THND_PER","Q","1986-Q1",4210.023,
"AUS","EMP","MEN","THND_PER","Q","1986-Q2",4238.885,
"AUS","EMP","MEN","THND_PER","Q","1986-Q3",4235.079,
"AUS","EMP","MEN","THND_PER","Q","1986-Q4",4235.25,
"AUS","EMP","MEN","THND_PER","Q","1987-Q1",4252.292,
"AUS","EMP","MEN","THND_PER","Q","1987-Q2",4277.827,
"AUS","EMP","MEN","THND_PER","Q","1987-Q3",4308.243,
"AUS","EMP","MEN","THND_PER","Q","1987-Q4",4308.38,
"AUS","EMP","MEN","THND_PER","Q","1988-Q1",4377.339,
"AUS","EMP","MEN","THND_PER","Q","1988-Q2",4404.334,
"AUS","EMP","MEN","THND_PER","Q","1988-Q3",4426.687,
"AUS","EMP","MEN","THND_PER","Q","1988-Q4",4465.462,
"AUS","EMP","MEN","THND_PER","Q","1989-Q1",4505.501,
"AUS","EMP","MEN","THND_PER","Q","1989-Q2",4557.176,
"AUS","EMP","MEN","THND_PER","Q","1989-Q3",4588.812,
"AUS","EMP","MEN","THND_PER","Q","1989-Q4",4608.719,
"AUS","EMP","MEN","THND_PER","Q","1990-Q1",4609.749,
"AUS","EMP","MEN","THND_PER","Q","1990-Q2",4622.125,
"AUS","EMP","MEN","THND_PER","Q","1990-Q3",4603.265,
"AUS","EMP","MEN","THND_PER","Q","1990-Q4",4559.147,
"AUS","EMP","MEN","THND_PER","Q","1991-Q1",4504.028,
"AUS","EMP","MEN","THND_PER","Q","1991-Q2",4454.235,
"AUS","EMP","MEN","THND_PER","Q","1991-Q3",4418.642,
"AUS","EMP","MEN","THND_PER","Q","1991-Q4",4408.625,
"AUS","EMP","MEN","THND_PER","Q","1992-Q1",4411.936,
"AUS","EMP","MEN","THND_PER","Q","1992-Q2",4405.094,
"AUS","EMP","MEN","THND_PER","Q","1992-Q3",4407.629,
"AUS","EMP","MEN","THND_PER","Q","1992-Q4",4373.604,
"AUS","EMP","MEN","THND_PER","Q","1993-Q1",4383.312,
"AUS","EMP","MEN","THND_PER","Q","1993-Q2",4384.883,
"AUS","EMP","MEN","THND_PER","Q","1993-Q3",4403.516,
"AUS","EMP","MEN","THND_PER","Q","1993-Q4",4440.637,
"AUS","EMP","MEN","THND_PER","Q","1994-Q1",4469.277,
"AUS","EMP","MEN","THND_PER","Q","1994-Q2",4507.224,
"AUS","EMP","MEN","THND_PER","Q","1994-Q3",4559.624,
"AUS","EMP","MEN","THND_PER","Q","1994-Q4",4585.782,
"AUS","EMP","MEN","THND_PER","Q","1995-Q1",4631.173,
"AUS","EMP","MEN","THND_PER","Q","1995-Q2",4654.713,
"AUS","EMP","MEN","THND_PER","Q","1995-Q3",4679.407,
"AUS","EMP","MEN","THND_PER","Q","1995-Q4",4689.03,
"AUS","EMP","MEN","THND_PER","Q","1996-Q1",4699.918,
"AUS","EMP","MEN","THND_PER","Q","1996-Q2",4720.66,
"AUS","EMP","MEN","THND_PER","Q","1996-Q3",4720.267,
"AUS","EMP","MEN","THND_PER","Q","1996-Q4",4717.974,
"AUS","EMP","MEN","THND_PER","Q","1997-Q1",4725.107,
"AUS","EMP","MEN","THND_PER","Q","1997-Q2",4725.65,
"AUS","EMP","MEN","THND_PER","Q","1997-Q3",4730.837,
"AUS","EMP","MEN","THND_PER","Q","1997-Q4",4775.319,
"AUS","EMP","MEN","THND_PER","Q","1998-Q1",4792.673,
"AUS","EMP","MEN","THND_PER","Q","1998-Q2",4802.404,
"AUS","EMP","MEN","THND_PER","Q","1998-Q3",4811.792,
"AUS","EMP","MEN","THND_PER","Q","1998-Q4",4836.438,
"AUS","EMP","MEN","THND_PER","Q","1999-Q1",4860.739,
"AUS","EMP","MEN","THND_PER","Q","1999-Q2",4876.196,
"AUS","EMP","MEN","THND_PER","Q","1999-Q3",4900.101,
"AUS","EMP","MEN","THND_PER","Q","1999-Q4",4916.519,
"AUS","EMP","MEN","THND_PER","Q","2000-Q1",4936.253,
"AUS","EMP","MEN","THND_PER","Q","2000-Q2",4971.502,
"AUS","EMP","MEN","THND_PER","Q","2000-Q3",5007.229,
"AUS","EMP","MEN","THND_PER","Q","2000-Q4",4989.319,
"AUS","EMP","MEN","THND_PER","Q","2001-Q1",4982.883,
"AUS","EMP","MEN","THND_PER","Q","2001-Q2",4994.92,
"AUS","EMP","MEN","THND_PER","Q","2001-Q3",5017.521,
"AUS","EMP","MEN","THND_PER","Q","2001-Q4",5033.451,
"AUS","EMP","MEN","THND_PER","Q","2002-Q1",5059.999,
"AUS","EMP","MEN","THND_PER","Q","2002-Q2",5089.41,
"AUS","EMP","MEN","THND_PER","Q","2002-Q3",5108.271,
"AUS","EMP","MEN","THND_PER","Q","2002-Q4",5134.359,
"AUS","EMP","MEN","THND_PER","Q","2003-Q1",5174.953,
"AUS","EMP","MEN","THND_PER","Q","2003-Q2",5156.952,
"AUS","EMP","MEN","THND_PER","Q","2003-Q3",5186.774,
"AUS","EMP","MEN","THND_PER","Q","2003-Q4",5237.268,
"AUS","EMP","MEN","THND_PER","Q","2004-Q1",5266.782,
"AUS","EMP","MEN","THND_PER","Q","2004-Q2",5282.396,
"AUS","EMP","MEN","THND_PER","Q","2004-Q3",5288.721,
"AUS","EMP","MEN","THND_PER","Q","2004-Q4",5340.335,
"AUS","EMP","MEN","THND_PER","Q","2005-Q1",5393.131,
"AUS","EMP","MEN","THND_PER","Q","2005-Q2",5439.083,
"AUS","EMP","MEN","THND_PER","Q","2005-Q3",5464.512,
"AUS","EMP","MEN","THND_PER","Q","2005-Q4",5464.995,
"AUS","EMP","MEN","THND_PER","Q","2006-Q1",5494.48,
"AUS","EMP","MEN","THND_PER","Q","2006-Q2",5530.432,
"AUS","EMP","MEN","THND_PER","Q","2006-Q3",5586.89,
"AUS","EMP","MEN","THND_PER","Q","2006-Q4",5619.729,
"AUS","EMP","MEN","THND_PER","Q","2007-Q1",5661.898,
"AUS","EMP","MEN","THND_PER","Q","2007-Q2",5722.38,
"AUS","EMP","MEN","THND_PER","Q","2007-Q3",5759.783,
"AUS","EMP","MEN","THND_PER","Q","2007-Q4",5780.961,
"AUS","EMP","MEN","THND_PER","Q","2008-Q1",5840.267,
"AUS","EMP","MEN","THND_PER","Q","2008-Q2",5865.358,
"AUS","EMP","MEN","THND_PER","Q","2008-Q3",5902.358,
"AUS","EMP","MEN","THND_PER","Q","2008-Q4",5902.389,
"AUS","EMP","MEN","THND_PER","Q","2009-Q1",5867.277,
"AUS","EMP","MEN","THND_PER","Q","2009-Q2",5849.764,
"AUS","EMP","MEN","THND_PER","Q","2009-Q3",5879.82,
"AUS","EMP","MEN","THND_PER","Q","2009-Q4",5910.373,
"AUS","EMP","MEN","THND_PER","Q","2010-Q1",5964.929,
"AUS","EMP","MEN","THND_PER","Q","2010-Q2",5983.051,
"AUS","EMP","MEN","THND_PER","Q","2010-Q3",6039.333,
"AUS","EMP","MEN","THND_PER","Q","2010-Q4",6092.346,
"AUS","EMP","MEN","THND_PER","Q","2011-Q1",6117.754,
"AUS","EMP","MEN","THND_PER","Q","2011-Q2",6091.87,
"AUS","EMP","MEN","THND_PER","Q","2011-Q3",6101.577,
"AUS","EMP","MEN","THND_PER","Q","2011-Q4",6119.639,
"AUS","EMP","MEN","THND_PER","Q","2012-Q1",6144.453,
"AUS","EMP","MEN","THND_PER","Q","2012-Q2",6161.837,
"AUS","EMP","MEN","THND_PER","Q","2012-Q3",6157.051,
"AUS","EMP","MEN","THND_PER","Q","2012-Q4",6186.835,
"AUS","EMP","MEN","THND_PER","Q","2013-Q1",6204.533,
"AUS","EMP","MEN","THND_PER","Q","2013-Q2",6210.321,
"AUS","EMP","MEN","THND_PER","Q","2013-Q3",6201.229,
"AUS","EMP","MEN","THND_PER","Q","2013-Q4",6188.256,
"AUS","EMP","MEN","THND_PER","Q","2014-Q1",6210.534,
"AUS","EMP","MEN","THND_PER","Q","2014-Q2",6225.048,
"AUS","EMP","MEN","THND_PER","Q","2014-Q3",6235.611,
"AUS","EMP","MEN","THND_PER","Q","2014-Q4",6249.826,
"AUS","EMP","MEN","THND_PER","Q","2015-Q1",6296.358,
"AUS","EMP","MEN","THND_PER","Q","2015-Q2",6309.495,
"AUS","EMP","MEN","THND_PER","Q","2015-Q3",6327.967,
"AUS","EMP","MEN","THND_PER","Q","2015-Q4",6367.354,
"AUS","EMP","MEN","THND_PER","Q","2016-Q1",6388.149,
"AUS","EMP","MEN","THND_PER","Q","2016-Q2",6384.298,
"AUS","EMP","MEN","THND_PER","Q","2016-Q3",6399.939,
"AUS","EMP","MEN","THND_PER","Q","2016-Q4",6412.752,
"AUS","EMP","MEN","THND_PER","Q","2017-Q1",6441.089,
"AUS","EMP","MEN","THND_PER","Q","2017-Q2",6502.423,
"AUS","EMP","MEN","THND_PER","Q","2017-Q3",6546.507,
"AUS","EMP","TOT","THND_PER","Q","1967-Q1",4883.2,
"AUS","EMP","TOT","THND_PER","Q","1967-Q2",4907.3,
"AUS","EMP","TOT","THND_PER","Q","1967-Q3",4945.7,
"AUS","EMP","TOT","THND_PER","Q","1967-Q4",4975.6,
"AUS","EMP","TOT","THND_PER","Q","1968-Q1",5000.6,
"AUS","EMP","TOT","THND_PER","Q","1968-Q2",5032.7,
"AUS","EMP","TOT","THND_PER","Q","1968-Q3",5068.7,
"AUS","EMP","TOT","THND_PER","Q","1968-Q4",5082.1,
"AUS","EMP","TOT","THND_PER","Q","1969-Q1",5137.3,
"AUS","EMP","TOT","THND_PER","Q","1969-Q2",5159.2,
"AUS","EMP","TOT","THND_PER","Q","1969-Q3",5196.4,
"AUS","EMP","TOT","THND_PER","Q","1969-Q4",5255.7,
"AUS","EMP","TOT","THND_PER","Q","1970-Q1",5318.4,
"AUS","EMP","TOT","THND_PER","Q","1970-Q2",5370.5,
"AUS","EMP","TOT","THND_PER","Q","1970-Q3",5410,
"AUS","EMP","TOT","THND_PER","Q","1970-Q4",5448.9,
"AUS","EMP","TOT","THND_PER","Q","1971-Q1",5480.8,
"AUS","EMP","TOT","THND_PER","Q","1971-Q2",5524.6,
"AUS","EMP","TOT","THND_PER","Q","1971-Q3",5532,
"AUS","EMP","TOT","THND_PER","Q","1971-Q4",5526.9,
"AUS","EMP","TOT","THND_PER","Q","1972-Q1",5536,
"AUS","EMP","TOT","THND_PER","Q","1972-Q2",5564.4,
"AUS","EMP","TOT","THND_PER","Q","1972-Q3",5628.6,
"AUS","EMP","TOT","THND_PER","Q","1972-Q4",5674.1,
"AUS","EMP","TOT","THND_PER","Q","1973-Q1",5703.8,
"AUS","EMP","TOT","THND_PER","Q","1973-Q2",5714.5,
"AUS","EMP","TOT","THND_PER","Q","1973-Q3",5804.8,
"AUS","EMP","TOT","THND_PER","Q","1973-Q4",5835.8,
"AUS","EMP","TOT","THND_PER","Q","1974-Q1",5900,
"AUS","EMP","TOT","THND_PER","Q","1974-Q2",5910.6,
"AUS","EMP","TOT","THND_PER","Q","1974-Q3",5878.9,
"AUS","EMP","TOT","THND_PER","Q","1974-Q4",5874.9,
"AUS","EMP","TOT","THND_PER","Q","1975-Q1",5827.9,
"AUS","EMP","TOT","THND_PER","Q","1975-Q2",5840.9,
"AUS","EMP","TOT","THND_PER","Q","1975-Q3",5865.8,
"AUS","EMP","TOT","THND_PER","Q","1975-Q4",5930.5,
"AUS","EMP","TOT","THND_PER","Q","1976-Q1",5951.2,
"AUS","EMP","TOT","THND_PER","Q","1976-Q2",5968.5,
"AUS","EMP","TOT","THND_PER","Q","1976-Q3",5922.1,
"AUS","EMP","TOT","THND_PER","Q","1976-Q4",5942.5,
"AUS","EMP","TOT","THND_PER","Q","1977-Q1",5989.2,
"AUS","EMP","TOT","THND_PER","Q","1977-Q2",6008.2,
"AUS","EMP","TOT","THND_PER","Q","1977-Q3",6018.9,
"AUS","EMP","TOT","THND_PER","Q","1977-Q4",5984.2,"B"
"AUS","EMP","TOT","THND_PER","Q","1978-Q1",5999.063,
"AUS","EMP","TOT","THND_PER","Q","1978-Q2",6030.774,
"AUS","EMP","TOT","THND_PER","Q","1978-Q3",6033.536,
"AUS","EMP","TOT","THND_PER","Q","1978-Q4",6037.587,
"AUS","EMP","TOT","THND_PER","Q","1979-Q1",6056.193,
"AUS","EMP","TOT","THND_PER","Q","1979-Q2",6076.334,
"AUS","EMP","TOT","THND_PER","Q","1979-Q3",6106.872,
"AUS","EMP","TOT","THND_PER","Q","1979-Q4",6170.581,
"AUS","EMP","TOT","THND_PER","Q","1980-Q1",6218.4,
"AUS","EMP","TOT","THND_PER","Q","1980-Q2",6260.141,
"AUS","EMP","TOT","THND_PER","Q","1980-Q3",6310.683,
"AUS","EMP","TOT","THND_PER","Q","1980-Q4",6327.149,
"AUS","EMP","TOT","THND_PER","Q","1981-Q1",6366.466,
"AUS","EMP","TOT","THND_PER","Q","1981-Q2",6407.974,
"AUS","EMP","TOT","THND_PER","Q","1981-Q3",6434.917,
"AUS","EMP","TOT","THND_PER","Q","1981-Q4",6423.7,
"AUS","EMP","TOT","THND_PER","Q","1982-Q1",6451.165,
"AUS","EMP","TOT","THND_PER","Q","1982-Q2",6433.412,
"AUS","EMP","TOT","THND_PER","Q","1982-Q3",6410.292,
"AUS","EMP","TOT","THND_PER","Q","1982-Q4",6346.168,
"AUS","EMP","TOT","THND_PER","Q","1983-Q1",6277.236,
"AUS","EMP","TOT","THND_PER","Q","1983-Q2",6254.285,
"AUS","EMP","TOT","THND_PER","Q","1983-Q3",6290.581,
"AUS","EMP","TOT","THND_PER","Q","1983-Q4",6348.339,
"AUS","EMP","TOT","THND_PER","Q","1984-Q1",6402.699,
"AUS","EMP","TOT","THND_PER","Q","1984-Q2",6476.686,
"AUS","EMP","TOT","THND_PER","Q","1984-Q3",6517.498,
"AUS","EMP","TOT","THND_PER","Q","1984-Q4",6544.346,
"AUS","EMP","TOT","THND_PER","Q","1985-Q1",6595.654,
"AUS","EMP","TOT","THND_PER","Q","1985-Q2",6636.292,
"AUS","EMP","TOT","THND_PER","Q","1985-Q3",6726.739,
"AUS","EMP","TOT","THND_PER","Q","1985-Q4",6809.496,
"AUS","EMP","TOT","THND_PER","Q","1986-Q1",6886.689,
"AUS","EMP","TOT","THND_PER","Q","1986-Q2",6978.65,
"AUS","EMP","TOT","THND_PER","Q","1986-Q3",6982.329,
"AUS","EMP","TOT","THND_PER","Q","1986-Q4",7015.303,
"AUS","EMP","TOT","THND_PER","Q","1987-Q1",7048.334,
"AUS","EMP","TOT","THND_PER","Q","1987-Q2",7098.033,
"AUS","EMP","TOT","THND_PER","Q","1987-Q3",7151.615,
"AUS","EMP","TOT","THND_PER","Q","1987-Q4",7184.754,
"AUS","EMP","TOT","THND_PER","Q","1988-Q1",7299.506,
"AUS","EMP","TOT","THND_PER","Q","1988-Q2",7352.617,
"AUS","EMP","TOT","THND_PER","Q","1988-Q3",7411.614,
"AUS","EMP","TOT","THND_PER","Q","1988-Q4",7490.349,
"AUS","EMP","TOT","THND_PER","Q","1989-Q1",7593.249,
"AUS","EMP","TOT","THND_PER","Q","1989-Q2",7690.666,
"AUS","EMP","TOT","THND_PER","Q","1989-Q3",7763.759,
"AUS","EMP","TOT","THND_PER","Q","1989-Q4",7820.719,
"AUS","EMP","TOT","THND_PER","Q","1990-Q1",7847.412,
"AUS","EMP","TOT","THND_PER","Q","1990-Q2",7887.008,
"AUS","EMP","TOT","THND_PER","Q","1990-Q3",7869.649,
"AUS","EMP","TOT","THND_PER","Q","1990-Q4",7816.308,
"AUS","EMP","TOT","THND_PER","Q","1991-Q1",7736.764,
"AUS","EMP","TOT","THND_PER","Q","1991-Q2",7681.208,
"AUS","EMP","TOT","THND_PER","Q","1991-Q3",7636.629,
"AUS","EMP","TOT","THND_PER","Q","1991-Q4",7609.134,
"AUS","EMP","TOT","THND_PER","Q","1992-Q1",7638.614,
"AUS","EMP","TOT","THND_PER","Q","1992-Q2",7625.616,
"AUS","EMP","TOT","THND_PER","Q","1992-Q3",7651.412,
"AUS","EMP","TOT","THND_PER","Q","1992-Q4",7603.646,
"AUS","EMP","TOT","THND_PER","Q","1993-Q1",7620.992,
"AUS","EMP","TOT","THND_PER","Q","1993-Q2",7615.936,
"AUS","EMP","TOT","THND_PER","Q","1993-Q3",7648.905,
"AUS","EMP","TOT","THND_PER","Q","1993-Q4",7730.807,
"AUS","EMP","TOT","THND_PER","Q","1994-Q1",7787.024,
"AUS","EMP","TOT","THND_PER","Q","1994-Q2",7846.296,
"AUS","EMP","TOT","THND_PER","Q","1994-Q3",7953.037,
"AUS","EMP","TOT","THND_PER","Q","1994-Q4",8000.287,
"AUS","EMP","TOT","THND_PER","Q","1995-Q1",8081.656,
"AUS","EMP","TOT","THND_PER","Q","1995-Q2",8175.158,
"AUS","EMP","TOT","THND_PER","Q","1995-Q3",8222.071,
"AUS","EMP","TOT","THND_PER","Q","1995-Q4",8263.34,
"AUS","EMP","TOT","THND_PER","Q","1996-Q1",8280.444,
"AUS","EMP","TOT","THND_PER","Q","1996-Q2",8299.728,
"AUS","EMP","TOT","THND_PER","Q","1996-Q3",8300.33,
"AUS","EMP","TOT","THND_PER","Q","1996-Q4",8308.4,
"AUS","EMP","TOT","THND_PER","Q","1997-Q1",8336.462,
"AUS","EMP","TOT","THND_PER","Q","1997-Q2",8333.392,
"AUS","EMP","TOT","THND_PER","Q","1997-Q3",8357.886,
"AUS","EMP","TOT","THND_PER","Q","1997-Q4",8422.487,
"AUS","EMP","TOT","THND_PER","Q","1998-Q1",8449.767,
"AUS","EMP","TOT","THND_PER","Q","1998-Q2",8493.365,
"AUS","EMP","TOT","THND_PER","Q","1998-Q3",8540.743,
"AUS","EMP","TOT","THND_PER","Q","1998-Q4",8576.195,
"AUS","EMP","TOT","THND_PER","Q","1999-Q1",8599.89,
"AUS","EMP","TOT","THND_PER","Q","1999-Q2",8631.147,
"AUS","EMP","TOT","THND_PER","Q","1999-Q3",8688.73,
"AUS","EMP","TOT","THND_PER","Q","1999-Q4",8759.155,
"AUS","EMP","TOT","THND_PER","Q","2000-Q1",8787.02,
"AUS","EMP","TOT","THND_PER","Q","2000-Q2",8883.944,
"AUS","EMP","TOT","THND_PER","Q","2000-Q3",8987.646,
"AUS","EMP","TOT","THND_PER","Q","2000-Q4",8935.621,
"AUS","EMP","TOT","THND_PER","Q","2001-Q1",8955.256,
"AUS","EMP","TOT","THND_PER","Q","2001-Q2",9008.459,
"AUS","EMP","TOT","THND_PER","Q","2001-Q3",9032.508,
"AUS","EMP","TOT","THND_PER","Q","2001-Q4",9060.596,
"AUS","EMP","TOT","THND_PER","Q","2002-Q1",9116.186,
"AUS","EMP","TOT","THND_PER","Q","2002-Q2",9137.935,
"AUS","EMP","TOT","THND_PER","Q","2002-Q3",9205.466,
"AUS","EMP","TOT","THND_PER","Q","2002-Q4",9282.211,
"AUS","EMP","TOT","THND_PER","Q","2003-Q1",9382.684,
"AUS","EMP","TOT","THND_PER","Q","2003-Q2",9361.195,
"AUS","EMP","TOT","THND_PER","Q","2003-Q3",9383.414,
"AUS","EMP","TOT","THND_PER","Q","2003-Q4",9440.502,
"AUS","EMP","TOT","THND_PER","Q","2004-Q1",9475.235,
"AUS","EMP","TOT","THND_PER","Q","2004-Q2",9520.307,
"AUS","EMP","TOT","THND_PER","Q","2004-Q3",9554.035,
"AUS","EMP","TOT","THND_PER","Q","2004-Q4",9672.047,
"AUS","EMP","TOT","THND_PER","Q","2005-Q1",9777.124,
"AUS","EMP","TOT","THND_PER","Q","2005-Q2",9859.301,
"AUS","EMP","TOT","THND_PER","Q","2005-Q3",9923.307,
"AUS","EMP","TOT","THND_PER","Q","2005-Q4",9945.022,
"AUS","EMP","TOT","THND_PER","Q","2006-Q1",9992.319,
"AUS","EMP","TOT","THND_PER","Q","2006-Q2",10072.76,
"AUS","EMP","TOT","THND_PER","Q","2006-Q3",10186.59,
"AUS","EMP","TOT","THND_PER","Q","2006-Q4",10234.38,
"AUS","EMP","TOT","THND_PER","Q","2007-Q1",10304.37,
"AUS","EMP","TOT","THND_PER","Q","2007-Q2",10396.78,
