"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","GRADRATE","UPPSRY_WOMEN","PC","A","2015",97.5,
"NZL","GRADRATE","UPPSRY","PC","A","2005",94.9,
"NZL","GRADRATE","UPPSRY","PC","A","2010",90.8,
"NZL","GRADRATE","UPPSRY","PC","A","2011",96.2,
"NZL","GRADRATE","UPPSRY","PC","A","2012",96,
"NZL","GRADRATE","UPPSRY","PC","A","2013",98.1,
"NZL","GRADRATE","UPPSRY","PC","A","2014",94.7,
"NZL","GRADRATE","UPPSRY","PC","A","2015",94.9,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2005",88.3,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2010",86.3,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2011",92.3,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2012",92.1,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2013",93.7,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2014",90.6,
"NZL","GRADRATE","UPPSRY_MEN","PC","A","2015",91.1,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2005",101.4,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2010",95.3,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2011",100,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2012",100.1,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2013",102.6,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2014",98.8,
"NZL","GRADRATE","UPPSRY_WOMEN","PC","A","2015",98.9,
"NOR","GRADRATE","UPPSRY","PC","A","2005",90,
"NOR","GRADRATE","UPPSRY","PC","A","2010",87.3,
"NOR","GRADRATE","UPPSRY","PC","A","2011",89.5,
"NOR","GRADRATE","UPPSRY","PC","A","2012",87.8,
"NOR","GRADRATE","UPPSRY","PC","A","2013",83,
"NOR","GRADRATE","UPPSRY","PC","A","2014",84.3,
"NOR","GRADRATE","UPPSRY","PC","A","2015",87,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2005",80.4,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2010",83.8,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2011",84.8,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2012",82.4,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2013",77.7,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2014",79.4,
"NOR","GRADRATE","UPPSRY_MEN","PC","A","2015",81.8,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2005",100.2,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2010",91.3,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2011",94.9,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2012",93.6,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2013",88.6,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2014",89.6,
"NOR","GRADRATE","UPPSRY_WOMEN","PC","A","2015",92.4,
"POL","GRADRATE","UPPSRY","PC","A","2005",,"M"
"POL","GRADRATE","UPPSRY","PC","A","2010",83.5,
"POL","GRADRATE","UPPSRY","PC","A","2011",83.7,
"POL","GRADRATE","UPPSRY","PC","A","2012",84.6,
"POL","GRADRATE","UPPSRY","PC","A","2013",86.5,
"POL","GRADRATE","UPPSRY","PC","A","2014",82,
"POL","GRADRATE","UPPSRY","PC","A","2015",87.8,
"POL","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"POL","GRADRATE","UPPSRY_MEN","PC","A","2010",79.6,
"POL","GRADRATE","UPPSRY_MEN","PC","A","2011",79.9,
"POL","GRADRATE","UPPSRY_MEN","PC","A","2012",80.3,
"POL","GRADRATE","UPPSRY_MEN","PC","A","2013",82.4,
"POL","GRADRATE","UPPSRY_MEN","PC","A","2014",79.5,
"POL","GRADRATE","UPPSRY_MEN","PC","A","2015",84.8,
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2010",87.6,
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2011",87.6,
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2012",89.1,
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2013",90.7,
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2014",84.5,
"POL","GRADRATE","UPPSRY_WOMEN","PC","A","2015",90.8,
"PRT","GRADRATE","UPPSRY","PC","A","2005",53.6,
"PRT","GRADRATE","UPPSRY","PC","A","2010",104.9,
"PRT","GRADRATE","UPPSRY","PC","A","2011",89.5,
"PRT","GRADRATE","UPPSRY","PC","A","2012",97.1,
"PRT","GRADRATE","UPPSRY","PC","A","2013",100.9,
"PRT","GRADRATE","UPPSRY","PC","A","2014",97.3,
"PRT","GRADRATE","UPPSRY","PC","A","2015",89.4,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2005",44.2,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2010",93.5,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2011",78.7,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2012",90.4,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2013",97.8,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2014",95,
"PRT","GRADRATE","UPPSRY_MEN","PC","A","2015",86.4,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2005",63.3,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2010",116.6,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2011",100.6,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2012",104.1,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2013",104.3,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2014",99.8,
"PRT","GRADRATE","UPPSRY_WOMEN","PC","A","2015",92.6,
"SVK","GRADRATE","UPPSRY","PC","A","2005",85.6,
"SVK","GRADRATE","UPPSRY","PC","A","2010",86.3,
"SVK","GRADRATE","UPPSRY","PC","A","2011",85.3,
"SVK","GRADRATE","UPPSRY","PC","A","2012",86.6,
"SVK","GRADRATE","UPPSRY","PC","A","2013",86.4,
"SVK","GRADRATE","UPPSRY","PC","A","2014",82.6,
"SVK","GRADRATE","UPPSRY","PC","A","2015",80.3,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2005",82.9,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2010",83.7,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2011",82.9,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2012",84.6,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2013",84,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2014",80.6,
"SVK","GRADRATE","UPPSRY_MEN","PC","A","2015",79.2,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2005",88.4,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2010",89,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2011",87.9,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2012",88.8,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2013",88.8,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2014",84.7,
"SVK","GRADRATE","UPPSRY_WOMEN","PC","A","2015",81.4,
"ESP","GRADRATE","UPPSRY","PC","A","2005",69,
"ESP","GRADRATE","UPPSRY","PC","A","2010",76.5,
"ESP","GRADRATE","UPPSRY","PC","A","2011",84.6,
"ESP","GRADRATE","UPPSRY","PC","A","2012",90,
"ESP","GRADRATE","UPPSRY","PC","A","2013",71.1,
"ESP","GRADRATE","UPPSRY","PC","A","2014",74.4,
"ESP","GRADRATE","UPPSRY","PC","A","2015",74.8,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2005",61.8,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2010",72.4,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2011",80.8,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2012",86.8,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2013",64.9,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2014",68.2,
"ESP","GRADRATE","UPPSRY_MEN","PC","A","2015",68.3,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2005",76.6,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2010",80.8,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2011",88.7,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2012",93.4,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2013",77.7,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2014",81,
"ESP","GRADRATE","UPPSRY_WOMEN","PC","A","2015",81.6,
"SWE","GRADRATE","UPPSRY","PC","A","2005",75.9,
"SWE","GRADRATE","UPPSRY","PC","A","2010",74.8,
"SWE","GRADRATE","UPPSRY","PC","A","2011",75.4,
"SWE","GRADRATE","UPPSRY","PC","A","2012",77.1,
"SWE","GRADRATE","UPPSRY","PC","A","2013",80.5,
"SWE","GRADRATE","UPPSRY","PC","A","2014",68.7,
"SWE","GRADRATE","UPPSRY","PC","A","2015",70.2,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2005",72.8,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2010",72.7,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2011",72.9,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2012",74.7,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2013",78.1,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2014",64.9,
"SWE","GRADRATE","UPPSRY_MEN","PC","A","2015",66.2,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2005",79.2,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2010",77.1,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2011",78.1,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2012",79.7,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2013",83,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2014",72.8,
"SWE","GRADRATE","UPPSRY_WOMEN","PC","A","2015",74.6,
"CHE","GRADRATE","UPPSRY","PC","A","2005",,"M"
"CHE","GRADRATE","UPPSRY","PC","A","2010",,"M"
"CHE","GRADRATE","UPPSRY","PC","A","2011",,"M"
"CHE","GRADRATE","UPPSRY","PC","A","2012",,"M"
"CHE","GRADRATE","UPPSRY","PC","A","2013",95.1,
"CHE","GRADRATE","UPPSRY","PC","A","2014",,"M"
"CHE","GRADRATE","UPPSRY","PC","A","2015",,"M"
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2013",93.8,
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2014",,"M"
"CHE","GRADRATE","UPPSRY_MEN","PC","A","2015",,"M"
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2013",96.5,
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2014",,"M"
"CHE","GRADRATE","UPPSRY_WOMEN","PC","A","2015",,"M"
"TUR","GRADRATE","UPPSRY","PC","A","2005",47.5,
"TUR","GRADRATE","UPPSRY","PC","A","2010",54.2,
"TUR","GRADRATE","UPPSRY","PC","A","2011",56.2,
"TUR","GRADRATE","UPPSRY","PC","A","2012",55.4,
"TUR","GRADRATE","UPPSRY","PC","A","2013",63.5,
"TUR","GRADRATE","UPPSRY","PC","A","2014",67.6,
"TUR","GRADRATE","UPPSRY","PC","A","2015",73.3,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2005",50.6,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2010",54.5,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2011",56.2,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2012",54,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2013",61.5,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2014",65.6,
"TUR","GRADRATE","UPPSRY_MEN","PC","A","2015",70.6,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2005",44.4,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2010",53.9,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2011",56.2,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2012",56.9,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2013",65.7,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2014",69.7,
"TUR","GRADRATE","UPPSRY_WOMEN","PC","A","2015",76.2,
"GBR","GRADRATE","UPPSRY","PC","A","2005",87.4,
"GBR","GRADRATE","UPPSRY","PC","A","2010",88.2,
"GBR","GRADRATE","UPPSRY","PC","A","2011",87.4,
"GBR","GRADRATE","UPPSRY","PC","A","2012",89.7,
"GBR","GRADRATE","UPPSRY","PC","A","2013",,"M"
"GBR","GRADRATE","UPPSRY","PC","A","2014",,"M"
"GBR","GRADRATE","UPPSRY","PC","A","2015",,"M"
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2005",85.2,
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2010",87.2,
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2011",86.1,
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2012",88.9,
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2013",,"M"
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2014",,"M"
"GBR","GRADRATE","UPPSRY_MEN","PC","A","2015",,"M"
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2005",89.7,
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2010",89.3,
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2011",88.8,
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2012",90.6,
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2013",,"M"
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2014",,"M"
"GBR","GRADRATE","UPPSRY_WOMEN","PC","A","2015",,"M"
"USA","GRADRATE","UPPSRY","PC","A","2005",74.3,
"USA","GRADRATE","UPPSRY","PC","A","2010",77.3,
"USA","GRADRATE","UPPSRY","PC","A","2011",78.5,
"USA","GRADRATE","UPPSRY","PC","A","2012",79.7,
"USA","GRADRATE","UPPSRY","PC","A","2013",79.7,
"USA","GRADRATE","UPPSRY","PC","A","2014",81.9,
"USA","GRADRATE","UPPSRY","PC","A","2015",82.9,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2005",70.5,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2010",74.1,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2011",75.2,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2012",76.4,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2013",76.5,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2014",78.8,
"USA","GRADRATE","UPPSRY_MEN","PC","A","2015",80.3,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2005",78.3,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2010",80.7,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2011",82.1,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2012",83.2,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2013",83.1,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2014",85.1,
"USA","GRADRATE","UPPSRY_WOMEN","PC","A","2015",85.6,
"ARG","GRADRATE","UPPSRY","PC","A","2005",,"M"
"ARG","GRADRATE","UPPSRY","PC","A","2010",,"M"
"ARG","GRADRATE","UPPSRY","PC","A","2011",,"M"
"ARG","GRADRATE","UPPSRY","PC","A","2012",55.9,
"ARG","GRADRATE","UPPSRY","PC","A","2013",58.8,
"ARG","GRADRATE","UPPSRY","PC","A","2014",61.3,
"ARG","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"ARG","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"ARG","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"ARG","GRADRATE","UPPSRY_MEN","PC","A","2012",45.9,
"ARG","GRADRATE","UPPSRY_MEN","PC","A","2013",48.9,
"ARG","GRADRATE","UPPSRY_MEN","PC","A","2014",51.6,
"ARG","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"ARG","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"ARG","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"ARG","GRADRATE","UPPSRY_WOMEN","PC","A","2012",66.1,
"ARG","GRADRATE","UPPSRY_WOMEN","PC","A","2013",69,
"ARG","GRADRATE","UPPSRY_WOMEN","PC","A","2014",71.4,
"BRA","GRADRATE","UPPSRY","PC","A","2005",,"M"
"BRA","GRADRATE","UPPSRY","PC","A","2010",,"M"
"BRA","GRADRATE","UPPSRY","PC","A","2011",,"M"
"BRA","GRADRATE","UPPSRY","PC","A","2012",,"M"
"BRA","GRADRATE","UPPSRY","PC","A","2013",,"M"
"BRA","GRADRATE","UPPSRY","PC","A","2014",64.3,
"BRA","GRADRATE","UPPSRY","PC","A","2015",65.2,
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2013",,"M"
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2014",54.9,
"BRA","GRADRATE","UPPSRY_MEN","PC","A","2015",56.2,
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2013",,"M"
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2014",73.7,
"BRA","GRADRATE","UPPSRY_WOMEN","PC","A","2015",74.2,
"CHL","GRADRATE","UPPSRY","PC","A","2005",,"M"
"CHL","GRADRATE","UPPSRY","PC","A","2010",,"M"
"CHL","GRADRATE","UPPSRY","PC","A","2011",,"M"
"CHL","GRADRATE","UPPSRY","PC","A","2012",,"M"
"CHL","GRADRATE","UPPSRY","PC","A","2013",86.4,
"CHL","GRADRATE","UPPSRY","PC","A","2014",87.7,
"CHL","GRADRATE","UPPSRY","PC","A","2015",90.3,
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2013",82.9,
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2014",84.2,
"CHL","GRADRATE","UPPSRY_MEN","PC","A","2015",86.5,
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2013",90.1,
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2014",91.2,
"CHL","GRADRATE","UPPSRY_WOMEN","PC","A","2015",94.2,
"CHN","GRADRATE","UPPSRY","PC","A","2005",,"M"
"CHN","GRADRATE","UPPSRY","PC","A","2010",,"M"
"CHN","GRADRATE","UPPSRY","PC","A","2011",,"M"
"CHN","GRADRATE","UPPSRY","PC","A","2012",,"M"
"CHN","GRADRATE","UPPSRY","PC","A","2013",84.1,
"CHN","GRADRATE","UPPSRY","PC","A","2014",91.2,
"CHN","GRADRATE","UPPSRY","PC","A","2015",87.7,
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2013",83.4,
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2014",89.9,
"CHN","GRADRATE","UPPSRY_MEN","PC","A","2015",82.4,
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2013",84.8,
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2014",92.7,
"CHN","GRADRATE","UPPSRY_WOMEN","PC","A","2015",93.6,
"COL","GRADRATE","UPPSRY","PC","A","2005",,"M"
"COL","GRADRATE","UPPSRY","PC","A","2010",,"M"
"COL","GRADRATE","UPPSRY","PC","A","2011",,"M"
"COL","GRADRATE","UPPSRY","PC","A","2012",,"M"
"COL","GRADRATE","UPPSRY","PC","A","2013",72.8,
"COL","GRADRATE","UPPSRY","PC","A","2014",69.4,
"COL","GRADRATE","UPPSRY","PC","A","2015",71.9,
"COL","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"COL","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"COL","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"COL","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"COL","GRADRATE","UPPSRY_MEN","PC","A","2013",64.8,
"COL","GRADRATE","UPPSRY_MEN","PC","A","2014",61.3,
"COL","GRADRATE","UPPSRY_MEN","PC","A","2015",64.5,
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2013",81.3,
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2014",78,
"COL","GRADRATE","UPPSRY_WOMEN","PC","A","2015",79.6,
"EST","GRADRATE","UPPSRY","PC","A","2005",,"M"
"EST","GRADRATE","UPPSRY","PC","A","2010",,"M"
"EST","GRADRATE","UPPSRY","PC","A","2011",,"M"
"EST","GRADRATE","UPPSRY","PC","A","2012",,"M"
"EST","GRADRATE","UPPSRY","PC","A","2013",,"M"
"EST","GRADRATE","UPPSRY","PC","A","2014",,"M"
"EST","GRADRATE","UPPSRY","PC","A","2015",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2013",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2014",,"M"
"EST","GRADRATE","UPPSRY_MEN","PC","A","2015",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2013",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2014",,"M"
"EST","GRADRATE","UPPSRY_WOMEN","PC","A","2015",,"M"
"IND","GRADRATE","UPPSRY","PC","A","2005",,"M"
"IND","GRADRATE","UPPSRY","PC","A","2010",,"M"
"IND","GRADRATE","UPPSRY","PC","A","2011",,"M"
"IND","GRADRATE","UPPSRY","PC","A","2012",,"M"
"IND","GRADRATE","UPPSRY","PC","A","2013",,"M"
"IND","GRADRATE","UPPSRY","PC","A","2015",,"M"
"IND","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"IND","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"IND","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"IND","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"IND","GRADRATE","UPPSRY_MEN","PC","A","2013",,"M"
"IND","GRADRATE","UPPSRY_MEN","PC","A","2015",,"M"
"IND","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"IND","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"IND","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"IND","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"IND","GRADRATE","UPPSRY_WOMEN","PC","A","2013",,"M"
"IND","GRADRATE","UPPSRY_WOMEN","PC","A","2015",,"M"
"IDN","GRADRATE","UPPSRY","PC","A","2005",,"M"
"IDN","GRADRATE","UPPSRY","PC","A","2010",,"M"
"IDN","GRADRATE","UPPSRY","PC","A","2011",,"M"
"IDN","GRADRATE","UPPSRY","PC","A","2012",,"M"
"IDN","GRADRATE","UPPSRY","PC","A","2013",62.3,
"IDN","GRADRATE","UPPSRY","PC","A","2014",68.2,
"IDN","GRADRATE","UPPSRY","PC","A","2015",71.2,
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2005",,"M"
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2010",,"M"
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2011",,"M"
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2012",,"M"
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2013",61.7,
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2014",73.1,
"IDN","GRADRATE","UPPSRY_MEN","PC","A","2015",78,
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2005",,"M"
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2010",,"M"
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2011",,"M"
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2012",,"M"
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2013",62.9,
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2014",63.1,
"IDN","GRADRATE","UPPSRY_WOMEN","PC","A","2015",64.2,
"ISR","GRADRATE","UPPSRY","PC","A","2005",88.9,
"ISR","GRADRATE","UPPSRY","PC","A","2010",91,
"ISR","GRADRATE","UPPSRY","PC","A","2011",84.2,
"ISR","GRADRATE","UPPSRY","PC","A","2012",87,
"ISR","GRADRATE","UPPSRY","PC","A","2013",90.9,
